img_name,xmin,ymin,xmax,ymax,score
C3_P06_N2_S3_2.JPG,939,362,1196,788,1.0
C3_P06_N2_S3_2.JPG,1739,1030,1991,1450,1.0
C3_P06_N2_S3_2.JPG,2003,1029,2270,1458,1.0
C3_P06_N2_S3_2.JPG,1068,353,1326,778,0.9554928541183472
C4_P07_N1_S3_2.JPG,1219,306,1412,641,1.0
C4_P07_N1_S3_2.JPG,106,339,296,630,1.0
C4_P07_N1_S3_2.JPG,300,350,471,622,1.0
C4_P07_N1_S3_2.JPG,2126,362,2306,657,1.0
C4_P07_N1_S3_2.JPG,1571,905,1766,1217,1.0
C4_P07_N1_S3_2.JPG,265,1432,457,1768,1.0
C4_P07_N1_S3_2.JPG,447,1442,640,1769,1.0
C4_P07_N1_S3_2.JPG,79,1442,279,1770,1.0
C4_P07_N1_S3_2.JPG,2486,379,2655,654,1.0
C4_P07_N1_S3_2.JPG,1387,901,1579,1219,1.0
C4_P07_N1_S3_2.JPG,2475,1434,2630,1728,1.0
C4_P07_N1_S3_2.JPG,2297,1456,2481,1742,1.0
C4_P07_N1_S3_2.JPG,1941,353,2125,647,1.0
C4_P07_N1_S3_2.JPG,2122,1453,2311,1755,1.0
C4_P07_N1_S3_2.JPG,1016,887,1213,1222,1.0
C4_P07_N1_S3_2.JPG,1938,1464,2123,1749,1.0
C4_P07_N1_S3_2.JPG,640,879,843,1222,1.0
C4_P07_N1_S3_2.JPG,833,881,1028,1226,1.0
C4_P07_N1_S3_2.JPG,1738,1454,1932,1758,1.0
C4_P07_N1_S3_2.JPG,1562,1455,1760,1764,1.0
C4_P07_N1_S3_2.JPG,2302,375,2475,654,1.0
C4_P07_N1_S3_2.JPG,1388,1463,1573,1767,1.0
C4_P07_N1_S3_2.JPG,448,859,645,1210,1.0
C4_P07_N1_S3_2.JPG,1214,1475,1391,1753,1.0
C4_P07_N1_S3_2.JPG,276,850,462,1207,1.0
C4_P07_N1_S3_2.JPG,1012,1459,1212,1767,1.0
C4_P07_N1_S3_2.JPG,827,1471,1004,1755,1.0
C4_P07_N1_S3_2.JPG,93,853,288,1201,1.0
C4_P07_N1_S3_2.JPG,642,1474,819,1752,1.0
C4_P07_N1_S3_2.JPG,1582,359,1765,649,1.0
C4_P07_N1_S3_2.JPG,1755,360,1941,652,1.0
C4_P07_N1_S3_2.JPG,1403,343,1597,647,1.0
C4_P07_N1_S3_2.JPG,850,348,1028,624,1.0
C4_P07_N1_S3_2.JPG,1047,316,1205,627,1.0
C4_P07_N1_S3_2.JPG,2459,900,2649,1189,1.0
C4_P07_N1_S3_2.JPG,2290,909,2464,1185,1.0
C4_P07_N1_S3_2.JPG,2116,898,2303,1203,1.0
C4_P07_N1_S3_2.JPG,654,346,846,631,1.0
C4_P07_N1_S3_2.JPG,1940,908,2116,1194,1.0
C4_P07_N1_S3_2.JPG,1769,877,1953,1207,1.0
C4_P07_N1_S3_2.JPG,1185,910,1386,1223,1.0
C4_P07_N1_S3_2.JPG,478,354,650,622,1.0
C2_P05_N3_S3_1.JPG,41,39,264,351,1.0
C2_P05_N3_S3_1.JPG,681,57,909,382,1.0
C2_P05_N3_S3_1.JPG,891,68,1117,380,1.0
C2_P05_N3_S3_1.JPG,1089,75,1314,387,1.0
C2_P05_N3_S3_1.JPG,2103,116,2322,419,1.0
C2_P05_N3_S3_1.JPG,1439,1220,1625,1502,1.0
C2_P05_N3_S3_1.JPG,2209,721,2404,1015,1.0
C2_P05_N3_S3_1.JPG,2035,730,2224,1011,1.0
C2_P05_N3_S3_1.JPG,1910,102,2135,410,1.0
C2_P05_N3_S3_1.JPG,1251,1209,1446,1518,1.0
C2_P05_N3_S3_1.JPG,1840,679,2045,1004,1.0
C2_P05_N3_S3_1.JPG,1077,668,1286,989,1.0
C2_P05_N3_S3_1.JPG,1653,673,1861,1004,1.0
C2_P05_N3_S3_1.JPG,1455,707,1648,997,1.0
C2_P05_N3_S3_1.JPG,1706,94,1930,398,1.0
C2_P05_N3_S3_1.JPG,708,1203,899,1503,1.0
C2_P05_N3_S3_1.JPG,693,702,904,982,1.0
C2_P05_N3_S3_1.JPG,531,1199,719,1498,1.0
C2_P05_N3_S3_1.JPG,339,1227,530,1499,1.0
C2_P05_N3_S3_1.JPG,484,645,699,965,1.0
C2_P05_N3_S3_1.JPG,303,692,508,973,1.0
C2_P05_N3_S3_1.JPG,893,710,1095,990,1.0
C2_P05_N3_S3_1.JPG,1498,92,1709,399,1.0
C2_P05_N3_S3_1.JPG,102,684,309,965,1.0
C2_P05_N3_S3_1.JPG,462,47,681,369,1.0
C2_P05_N3_S3_1.JPG,1298,92,1516,396,1.0
C2_P05_N3_S3_1.JPG,2303,127,2525,424,1.0
C2_P05_N3_S3_1.JPG,1287,712,1478,999,1.0
C2_P05_N3_S3_1.JPG,247,52,465,359,1.0
C2_P05_N3_S3_1.JPG,2141,1260,2333,1523,1.0
C2_P05_N3_S3_1.JPG,1963,1267,2151,1524,1.0
C2_P05_N3_S3_1.JPG,1796,1269,1980,1519,1.0
C2_P05_N3_S3_1.JPG,1613,1253,1799,1518,1.0
C2_P05_N3_S3_1.JPG,1080,1255,1264,1513,1.0
C2_P05_N3_S3_1.JPG,906,1264,1079,1510,1.0
C2_P05_N3_S3_1.JPG,181,1225,329,1502,0.9938924312591553
C2_P01_N1_S4_1.JPG,8,142,125,308,1.0
C2_P01_N1_S4_1.JPG,123,151,239,314,1.0
C2_P01_N1_S4_1.JPG,237,154,354,317,1.0
C2_P01_N1_S4_1.JPG,1097,588,1204,756,1.0
C2_P01_N1_S4_1.JPG,1421,584,1538,754,1.0
C2_P01_N1_S4_1.JPG,1528,592,1639,758,1.0
C2_P01_N1_S4_1.JPG,1636,593,1753,760,1.0
C2_P01_N1_S4_1.JPG,407,1393,528,1568,1.0
C2_P01_N1_S4_1.JPG,1202,589,1317,758,1.0
C2_P01_N1_S4_1.JPG,1313,588,1429,759,1.0
C2_P01_N1_S4_1.JPG,1290,1380,1418,1561,1.0
C2_P01_N1_S4_1.JPG,632,1381,752,1563,1.0
C2_P01_N1_S4_1.JPG,531,583,641,749,1.0
C2_P01_N1_S4_1.JPG,875,585,989,752,1.0
C2_P01_N1_S4_1.JPG,985,587,1095,752,1.0
C2_P01_N1_S4_1.JPG,521,1385,642,1568,1.0
C2_P01_N1_S4_1.JPG,293,1387,412,1570,1.0
C2_P01_N1_S4_1.JPG,183,1392,303,1573,1.0
C2_P01_N1_S4_1.JPG,1510,1363,1636,1541,1.0
C2_P01_N1_S4_1.JPG,1612,1363,1736,1550,1.0
C2_P01_N1_S4_1.JPG,644,585,754,750,1.0
C2_P01_N1_S4_1.JPG,754,586,870,751,1.0
C2_P01_N1_S4_1.JPG,1397,1378,1524,1558,1.0
C2_P01_N1_S4_1.JPG,961,1378,1085,1556,1.0
C2_P01_N1_S4_1.JPG,1075,1384,1198,1555,1.0
C2_P01_N1_S4_1.JPG,1183,1384,1307,1557,1.0
C2_P01_N1_S4_1.JPG,849,1377,973,1554,1.0
C2_P01_N1_S4_1.JPG,738,1383,860,1559,1.0
C2_P01_N1_S4_1.JPG,822,170,937,332,1.0
C2_P01_N1_S4_1.JPG,1057,173,1171,337,1.0
C2_P01_N1_S4_1.JPG,1162,175,1277,342,1.0
C2_P01_N1_S4_1.JPG,1272,180,1384,343,1.0
C2_P01_N1_S4_1.JPG,1380,182,1499,343,1.0
C2_P01_N1_S4_1.JPG,413,584,525,745,1.0
C2_P01_N1_S4_1.JPG,61,1364,189,1565,1.0
C2_P01_N1_S4_1.JPG,298,580,415,746,1.0
C2_P01_N1_S4_1.JPG,182,575,295,741,1.0
C2_P01_N1_S4_1.JPG,57,571,176,739,1.0
C2_P01_N1_S4_1.JPG,935,170,1051,336,1.0
C2_P01_N1_S4_1.JPG,1593,967,1709,1156,1.0
C2_P01_N1_S4_1.JPG,1484,968,1609,1155,1.0
C2_P01_N1_S4_1.JPG,1365,986,1485,1153,1.0
C2_P01_N1_S4_1.JPG,1251,984,1375,1154,1.0
C2_P01_N1_S4_1.JPG,1143,984,1261,1154,1.0
C2_P01_N1_S4_1.JPG,1032,989,1150,1160,1.0
C2_P01_N1_S4_1.JPG,705,161,825,331,1.0
C2_P01_N1_S4_1.JPG,916,983,1035,1156,1.0
C2_P01_N1_S4_1.JPG,807,982,925,1152,1.0
C2_P01_N1_S4_1.JPG,698,986,816,1154,1.0
C2_P01_N1_S4_1.JPG,588,984,709,1152,1.0
C2_P01_N1_S4_1.JPG,472,979,596,1154,1.0
C2_P01_N1_S4_1.JPG,355,979,480,1158,1.0
C2_P01_N1_S4_1.JPG,238,979,358,1155,1.0
C2_P01_N1_S4_1.JPG,129,986,244,1153,1.0
C2_P01_N1_S4_1.JPG,16,970,136,1148,1.0
C2_P01_N1_S4_1.JPG,478,160,594,326,1.0
C2_P01_N1_S4_1.JPG,595,162,709,329,1.0
C2_P01_N1_S4_1.JPG,355,158,475,326,1.0
C2_P01_N1_S4_1.JPG,1554,974,1672,1152,0.958216667175293
C2_P01_N1_S4_1.JPG,912,1381,1033,1550,0.9164139628410339
C2_P01_N3_S3_1.JPG,15,47,164,290,1.0
C2_P01_N3_S3_1.JPG,150,83,306,291,1.0
C2_P01_N3_S3_1.JPG,443,93,595,298,1.0
C2_P01_N3_S3_1.JPG,872,94,1027,310,1.0
C2_P01_N3_S3_1.JPG,928,603,1079,820,1.0
C2_P01_N3_S3_1.JPG,1014,1091,1158,1290,1.0
C2_P01_N3_S3_1.JPG,879,1089,1020,1288,1.0
C2_P01_N3_S3_1.JPG,793,603,943,818,1.0
C2_P01_N3_S3_1.JPG,747,1093,888,1289,1.0
C2_P01_N3_S3_1.JPG,659,602,811,820,1.0
C2_P01_N3_S3_1.JPG,731,97,883,305,1.0
C2_P01_N3_S3_1.JPG,616,1096,753,1288,1.0
C2_P01_N3_S3_1.JPG,522,608,665,809,1.0
C2_P01_N3_S3_1.JPG,474,1095,618,1294,1.0
C2_P01_N3_S3_1.JPG,382,598,536,812,1.0
C2_P01_N3_S3_1.JPG,344,1103,477,1283,1.0
C2_P01_N3_S3_1.JPG,296,94,446,291,1.0
C2_P01_N3_S3_1.JPG,583,90,746,308,1.0
C2_P01_N3_S3_1.JPG,204,1098,340,1284,1.0
C2_P01_N3_S3_1.JPG,241,592,401,812,1.0
C2_P01_N3_S3_1.JPG,70,1088,206,1279,1.0
C2_P01_N3_S3_1.JPG,88,563,254,800,1.0
C2_P01_N3_S3_1.JPG,1816,1079,1957,1285,1.0
C2_P01_N3_S3_1.JPG,1422,1088,1571,1297,1.0
C2_P01_N3_S3_1.JPG,1282,1085,1424,1300,1.0
C2_P01_N3_S3_1.JPG,2023,83,2170,328,1.0
C2_P01_N3_S3_1.JPG,1893,76,2040,320,1.0
C2_P01_N3_S3_1.JPG,2027,600,2178,826,1.0
C2_P01_N3_S3_1.JPG,1752,617,1906,830,1.0
C2_P01_N3_S3_1.JPG,1902,600,2051,819,1.0
C2_P01_N3_S3_1.JPG,1720,115,1882,323,1.0
C2_P01_N3_S3_1.JPG,1615,619,1765,823,1.0
C2_P01_N3_S3_1.JPG,1487,619,1635,822,1.0
C2_P01_N3_S3_1.JPG,1349,613,1496,819,1.0
C2_P01_N3_S3_1.JPG,1576,112,1735,321,1.0
C2_P01_N3_S3_1.JPG,1212,609,1357,819,1.0
C2_P01_N3_S3_1.JPG,1072,604,1221,819,1.0
C2_P01_N3_S3_1.JPG,1435,106,1594,319,1.0
C2_P01_N3_S3_1.JPG,1291,106,1453,325,1.0
C2_P01_N3_S3_1.JPG,1006,106,1163,318,1.0
C2_P01_N3_S3_1.JPG,1148,101,1306,319,1.0
C2_P01_N3_S3_1.JPG,1946,1098,2081,1300,1.0
C2_P01_N3_S3_1.JPG,1688,1096,1827,1291,1.0
C2_P01_N3_S3_1.JPG,1567,1099,1701,1291,1.0
C2_P01_N3_S3_1.JPG,1148,1082,1292,1300,1.0
C2_P01_N3_S3_1.JPG,941,102,1099,314,0.9941458702087402
C1_P03_N2_S2_1.JPG,23,404,254,772,1.0
C1_P03_N2_S2_1.JPG,246,400,476,765,1.0
C1_P03_N2_S2_1.JPG,3047,449,3262,802,1.0
C1_P03_N2_S2_1.JPG,1875,437,2124,799,1.0
C1_P03_N2_S2_1.JPG,2078,1155,2335,1533,1.0
C1_P03_N2_S2_1.JPG,1638,432,1886,791,1.0
C1_P03_N2_S2_1.JPG,1850,1113,2089,1535,1.0
C1_P03_N2_S2_1.JPG,1605,1151,1858,1539,1.0
C1_P03_N2_S2_1.JPG,1370,1152,1616,1523,1.0
C1_P03_N2_S2_1.JPG,2802,437,3052,802,1.0
C1_P03_N2_S2_1.JPG,1405,428,1645,793,1.0
C1_P03_N2_S2_1.JPG,1143,1148,1386,1523,1.0
C1_P03_N2_S2_1.JPG,919,1143,1160,1514,1.0
C1_P03_N2_S2_1.JPG,1164,428,1409,789,1.0
C1_P03_N2_S2_1.JPG,695,1142,934,1501,1.0
C1_P03_N2_S2_1.JPG,455,1136,698,1501,1.0
C1_P03_N2_S2_1.JPG,229,1127,478,1499,1.0
C1_P03_N2_S2_1.JPG,8,1124,252,1498,1.0
C1_P03_N2_S2_1.JPG,2348,440,2599,802,1.0
C1_P03_N2_S2_1.JPG,714,418,941,782,1.0
C1_P03_N2_S2_1.JPG,2783,1169,3034,1544,1.0
C1_P03_N2_S2_1.JPG,2557,1176,2808,1544,1.0
C1_P03_N2_S2_1.JPG,479,409,713,776,1.0
C1_P03_N2_S2_1.JPG,2319,1172,2579,1552,1.0
C1_P03_N2_S2_1.JPG,2109,442,2359,798,1.0
C1_P03_N2_S2_1.JPG,2577,443,2824,807,1.0
C1_P03_N2_S2_1.JPG,939,375,1154,779,1.0
C1_P03_N2_S2_1.JPG,3017,1173,3254,1544,1.0
C2_P02_N1_S4_1.JPG,120,199,274,431,1.0
C2_P02_N1_S4_1.JPG,283,214,437,454,1.0
C2_P02_N1_S4_1.JPG,446,220,603,455,1.0
C2_P02_N1_S4_1.JPG,599,225,760,472,1.0
C2_P02_N1_S4_1.JPG,436,647,591,891,1.0
C2_P02_N1_S4_1.JPG,750,1104,912,1339,1.0
C2_P02_N1_S4_1.JPG,897,1102,1057,1342,1.0
C2_P02_N1_S4_1.JPG,596,1098,760,1347,1.0
C2_P02_N1_S4_1.JPG,427,1094,595,1352,1.0
C2_P02_N1_S4_1.JPG,265,634,436,897,1.0
C2_P02_N1_S4_1.JPG,245,1080,418,1353,1.0
C2_P02_N1_S4_1.JPG,97,645,257,878,1.0
C2_P02_N1_S4_1.JPG,80,1077,252,1344,1.0
C2_P02_N1_S4_1.JPG,1768,1109,1914,1349,1.0
C2_P02_N1_S4_1.JPG,1626,1115,1775,1344,1.0
C2_P02_N1_S4_1.JPG,1491,1113,1640,1348,1.0
C2_P02_N1_S4_1.JPG,759,627,912,899,1.0
C2_P02_N1_S4_1.JPG,1199,1109,1353,1342,1.0
C2_P02_N1_S4_1.JPG,1346,1113,1500,1353,1.0
C2_P02_N1_S4_1.JPG,1050,1107,1205,1342,1.0
C2_P02_N1_S4_1.JPG,761,214,914,478,1.0
C2_P02_N1_S4_1.JPG,1058,238,1207,493,1.0
C2_P02_N1_S4_1.JPG,913,228,1060,489,1.0
C2_P02_N1_S4_1.JPG,1776,332,1915,547,1.0
C2_P02_N1_S4_1.JPG,1635,324,1776,538,1.0
C2_P02_N1_S4_1.JPG,1488,314,1641,532,1.0
C2_P02_N1_S4_1.JPG,1346,300,1484,526,1.0
C2_P02_N1_S4_1.JPG,1499,713,1645,936,1.0
C2_P02_N1_S4_1.JPG,1773,687,1920,947,1.0
C2_P02_N1_S4_1.JPG,1655,681,1796,945,1.0
C2_P02_N1_S4_1.JPG,1362,707,1511,931,1.0
C2_P02_N1_S4_1.JPG,1208,692,1368,929,1.0
C2_P02_N1_S4_1.JPG,1056,681,1216,928,1.0
C2_P02_N1_S4_1.JPG,402,1538,571,1805,1.0
C2_P02_N1_S4_1.JPG,229,1546,403,1808,1.0
C2_P02_N1_S4_1.JPG,1611,1539,1742,1760,1.0
C2_P02_N1_S4_1.JPG,1456,1520,1615,1776,1.0
C2_P02_N1_S4_1.JPG,1332,1539,1474,1770,1.0
C2_P02_N1_S4_1.JPG,1205,256,1345,512,1.0
C2_P02_N1_S4_1.JPG,1179,1533,1332,1775,1.0
C2_P02_N1_S4_1.JPG,1040,1539,1191,1772,1.0
C2_P02_N1_S4_1.JPG,883,1546,1036,1784,1.0
C2_P02_N1_S4_1.JPG,730,1536,889,1790,1.0
C2_P02_N1_S4_1.JPG,568,1540,723,1793,1.0
C2_P02_N1_S4_1.JPG,64,1549,232,1799,1.0
C2_P02_N1_S4_1.JPG,1731,1534,1864,1747,1.0
C2_P02_N1_S4_1.JPG,908,631,1066,913,1.0
C2_P02_N1_S4_1.JPG,601,664,758,900,1.0
C1_P05_N4_S3_1.JPG,9,208,254,619,1.0
C1_P05_N4_S3_1.JPG,693,269,945,626,1.0
C1_P05_N4_S3_1.JPG,1354,254,1606,626,1.0
C1_P05_N4_S3_1.JPG,1582,255,1825,620,1.0
C1_P05_N4_S3_1.JPG,246,856,494,1257,1.0
C1_P05_N4_S3_1.JPG,1376,882,1610,1254,1.0
C1_P05_N4_S3_1.JPG,934,879,1167,1246,1.0
C1_P05_N4_S3_1.JPG,706,885,945,1255,1.0
C1_P05_N4_S3_1.JPG,922,268,1169,627,1.0
C1_P05_N4_S3_1.JPG,476,882,718,1263,1.0
C1_P05_N4_S3_1.JPG,36,858,277,1260,1.0
C1_P05_N4_S3_1.JPG,2690,244,2921,594,1.0
C1_P05_N4_S3_1.JPG,2470,256,2711,616,1.0
C1_P05_N4_S3_1.JPG,2250,260,2491,626,1.0
C1_P05_N4_S3_1.JPG,2893,870,3129,1237,1.0
C1_P05_N4_S3_1.JPG,2027,271,2277,631,1.0
C1_P05_N4_S3_1.JPG,2664,882,2896,1249,1.0
C1_P05_N4_S3_1.JPG,465,262,717,625,1.0
C1_P05_N4_S3_1.JPG,2457,864,2657,1241,1.0
C1_P05_N4_S3_1.JPG,239,224,483,623,1.0
C1_P05_N4_S3_1.JPG,1600,884,1828,1250,1.0
C1_P05_N4_S3_1.JPG,2021,891,2249,1253,1.0
C1_P05_N4_S3_1.JPG,2238,889,2470,1250,1.0
C1_P05_N4_S3_1.JPG,2675,1452,2921,1845,1.0
C1_P05_N4_S3_1.JPG,2237,1497,2468,1841,1.0
C1_P05_N4_S3_1.JPG,2020,1490,2258,1847,1.0
C1_P05_N4_S3_1.JPG,1604,1494,1844,1854,1.0
C1_P05_N4_S3_1.JPG,1374,1488,1616,1853,1.0
C1_P05_N4_S3_1.JPG,2909,1452,3146,1830,1.0
C1_P05_N4_S3_1.JPG,2453,1444,2679,1839,1.0
C1_P05_N4_S3_1.JPG,966,1450,1193,1824,1.0
C1_P05_N4_S3_1.JPG,723,1442,968,1840,1.0
C1_P05_N4_S3_1.JPG,495,1469,725,1834,1.0
C1_P05_N4_S3_1.JPG,278,1440,510,1834,1.0
C1_P05_N4_S3_1.JPG,2921,230,3153,578,1.0
C1_P05_N4_S3_1.JPG,60,1446,290,1835,1.0
C4_P08_N3_S3_1.JPG,49,241,303,602,1.0
C4_P08_N3_S3_1.JPG,1243,248,1494,601,1.0
C4_P08_N3_S3_1.JPG,1473,255,1720,603,1.0
C4_P08_N3_S3_1.JPG,351,896,588,1236,1.0
C4_P08_N3_S3_1.JPG,2183,860,2406,1238,1.0
C4_P08_N3_S3_1.JPG,2403,866,2636,1246,1.0
C4_P08_N3_S3_1.JPG,2631,928,2816,1237,1.0
C4_P08_N3_S3_1.JPG,1506,850,1744,1241,1.0
C4_P08_N3_S3_1.JPG,1279,845,1517,1243,1.0
C4_P08_N3_S3_1.JPG,580,841,817,1236,1.0
C4_P08_N3_S3_1.JPG,1752,905,1972,1250,1.0
C4_P08_N3_S3_1.JPG,1971,908,2183,1248,1.0
C4_P08_N3_S3_1.JPG,1030,903,1263,1255,1.0
C4_P08_N3_S3_1.JPG,2416,267,2657,617,1.0
C4_P08_N3_S3_1.JPG,2185,271,2425,610,1.0
C4_P08_N3_S3_1.JPG,1950,264,2199,604,1.0
C4_P08_N3_S3_1.JPG,1000,248,1249,601,1.0
C4_P08_N3_S3_1.JPG,806,901,1039,1250,1.0
C4_P08_N3_S3_1.JPG,1708,260,1950,605,1.0
C4_P08_N3_S3_1.JPG,762,243,1012,591,1.0
C4_P08_N3_S3_1.JPG,531,246,777,596,1.0
C4_P08_N3_S3_1.JPG,289,242,534,595,1.0
C4_P08_N3_S3_1.JPG,140,884,372,1236,1.0
C4_P08_N3_S3_1.JPG,2581,1539,2800,1862,1.0
C4_P08_N3_S3_1.JPG,2350,1535,2573,1857,1.0
C4_P08_N3_S3_1.JPG,1673,1534,1896,1866,1.0
C4_P08_N3_S3_1.JPG,1441,1539,1667,1867,1.0
C4_P08_N3_S3_1.JPG,1217,1527,1452,1862,1.0
C4_P08_N3_S3_1.JPG,1000,1537,1228,1867,1.0
C4_P08_N3_S3_1.JPG,771,1537,999,1864,1.0
C4_P08_N3_S3_1.JPG,541,1534,773,1880,1.0
C4_P08_N3_S3_1.JPG,2117,1474,2349,1847,1.0
C4_P08_N3_S3_1.JPG,1899,1479,2130,1862,1.0
C4_P08_N3_S3_1.JPG,304,1478,540,1874,1.0
C4_P08_N3_S3_1.JPG,67,1482,312,1872,1.0
C4_P08_N3_S3_1.JPG,2648,270,2816,614,0.9999998807907104
C2_P04_N3_S2_1.JPG,14,192,192,477,1.0
C2_P04_N3_S2_1.JPG,512,194,703,480,1.0
C2_P04_N3_S2_1.JPG,171,196,355,482,1.0
C2_P04_N3_S2_1.JPG,1882,231,2076,528,1.0
C2_P04_N3_S2_1.JPG,1816,718,1998,982,1.0
C2_P04_N3_S2_1.JPG,1661,718,1831,982,1.0
C2_P04_N3_S2_1.JPG,1715,229,1903,528,1.0
C2_P04_N3_S2_1.JPG,1499,721,1673,972,1.0
C2_P04_N3_S2_1.JPG,1542,223,1726,517,1.0
C2_P04_N3_S2_1.JPG,1339,716,1518,967,1.0
C2_P04_N3_S2_1.JPG,1178,713,1351,963,1.0
C2_P04_N3_S2_1.JPG,1372,222,1558,515,1.0
C2_P04_N3_S2_1.JPG,1015,703,1188,957,1.0
C2_P04_N3_S2_1.JPG,1197,185,1386,503,1.0
C2_P04_N3_S2_1.JPG,854,692,1030,965,1.0
C2_P04_N3_S2_1.JPG,1025,214,1217,505,1.0
C2_P04_N3_S2_1.JPG,694,689,870,955,1.0
C2_P04_N3_S2_1.JPG,530,687,711,957,1.0
C2_P04_N3_S2_1.JPG,2133,715,2311,993,1.0
C2_P04_N3_S2_1.JPG,368,682,550,952,1.0
C2_P04_N3_S2_1.JPG,343,201,527,475,1.0
C2_P04_N3_S2_1.JPG,685,212,869,491,1.0
C2_P04_N3_S2_1.JPG,850,213,1038,497,1.0
C2_P04_N3_S2_1.JPG,208,634,390,926,1.0
C2_P04_N3_S2_1.JPG,43,647,230,932,1.0
C2_P04_N3_S2_1.JPG,2058,233,2254,529,1.0
C2_P04_N3_S2_1.JPG,2253,239,2448,521,1.0
C2_P04_N3_S2_1.JPG,1976,725,2149,982,1.0
C2_P04_N3_S2_1.JPG,130,645,304,919,0.9472426772117615
C1_P03_N1_S4_2.JPG,1441,600,1572,789,1.0
C1_P03_N1_S4_2.JPG,1303,607,1440,804,1.0
C1_P03_N1_S4_2.JPG,2151,141,2283,389,1.0
C1_P03_N1_S4_2.JPG,1637,136,1780,412,1.0
C1_P03_N1_S4_2.JPG,2283,149,2417,377,1.0
C1_P03_N1_S4_2.JPG,2545,148,2679,396,1.0
C1_P03_N1_S4_2.JPG,2405,149,2541,380,1.0
C1_P03_N1_S4_2.JPG,2498,1582,2642,1820,1.0
C1_P03_N1_S4_2.JPG,1102,119,1237,381,1.0
C1_P03_N1_S4_2.JPG,1892,132,2024,392,1.0
C1_P03_N1_S4_2.JPG,737,1579,874,1831,1.0
C1_P03_N1_S4_2.JPG,1962,1582,2098,1779,1.0
C1_P03_N1_S4_2.JPG,2347,1577,2490,1777,1.0
C1_P03_N1_S4_2.JPG,2088,1580,2218,1782,1.0
C1_P03_N1_S4_2.JPG,2214,1577,2351,1771,1.0
C1_P03_N1_S4_2.JPG,1018,1586,1162,1778,1.0
C1_P03_N1_S4_2.JPG,1415,1573,1557,1774,1.0
C1_P03_N1_S4_2.JPG,1682,1583,1826,1782,1.0
C1_P03_N1_S4_2.JPG,1827,1573,1969,1784,1.0
C1_P03_N1_S4_2.JPG,1547,1581,1689,1779,1.0
C1_P03_N1_S4_2.JPG,1146,1574,1290,1771,1.0
C1_P03_N1_S4_2.JPG,1287,1583,1427,1775,1.0
C1_P03_N1_S4_2.JPG,2090,627,2226,828,1.0
C1_P03_N1_S4_2.JPG,944,1079,1089,1275,1.0
C1_P03_N1_S4_2.JPG,653,1083,804,1326,1.0
C1_P03_N1_S4_2.JPG,1614,1092,1753,1300,1.0
C1_P03_N1_S4_2.JPG,2010,1093,2144,1284,1.0
C1_P03_N1_S4_2.JPG,2140,1096,2279,1293,1.0
C1_P03_N1_S4_2.JPG,1752,1095,1888,1290,1.0
C1_P03_N1_S4_2.JPG,1214,1088,1358,1284,1.0
C1_P03_N1_S4_2.JPG,1487,1092,1625,1297,1.0
C1_P03_N1_S4_2.JPG,804,1098,944,1304,1.0
C1_P03_N1_S4_2.JPG,2216,629,2352,831,1.0
C1_P03_N1_S4_2.JPG,2352,627,2490,821,1.0
C1_P03_N1_S4_2.JPG,2480,619,2618,819,1.0
C1_P03_N1_S4_2.JPG,1956,620,2092,815,1.0
C1_P03_N1_S4_2.JPG,1167,601,1302,812,1.0
C1_P03_N1_S4_2.JPG,762,586,901,797,1.0
C1_P03_N1_S4_2.JPG,1698,598,1828,810,1.0
C1_P03_N1_S4_2.JPG,896,589,1033,788,1.0
C1_P03_N1_S4_2.JPG,1027,590,1166,800,1.0
C1_P03_N1_S4_2.JPG,1370,132,1503,389,0.9999998807907104
C1_P03_N1_S4_2.JPG,1240,128,1376,400,0.9999998807907104
C1_P03_N1_S4_2.JPG,2272,1097,2408,1281,0.9999998807907104
C1_P03_N1_S4_2.JPG,2403,1097,2541,1293,0.9999998807907104
C1_P03_N1_S4_2.JPG,1881,1093,2012,1282,0.9999998807907104
C1_P03_N1_S4_2.JPG,968,101,1101,347,0.9999998807907104
C1_P03_N1_S4_2.JPG,1352,1085,1493,1298,0.9999998807907104
C1_P03_N1_S4_2.JPG,1080,1082,1219,1269,0.9999998807907104
C1_P03_N1_S4_2.JPG,1572,600,1697,793,0.9999998807907104
C1_P03_N1_S4_2.JPG,632,585,766,808,0.9999998807907104
C1_P03_N1_S4_2.JPG,1504,142,1637,388,0.9999997615814209
C1_P03_N1_S4_2.JPG,2040,138,2168,401,0.9999996423721313
C1_P03_N1_S4_2.JPG,1775,132,1904,365,0.9999995231628418
C1_P03_N1_S4_2.JPG,832,98,968,353,0.9999992847442627
C1_P03_N1_S4_2.JPG,869,1583,1012,1786,0.999998927116394
C1_P03_N1_S4_2.JPG,1832,608,1962,813,0.9999971389770508
C1_P03_N1_S4_2.JPG,691,92,829,354,0.9999010562896729
C1_P03_N1_S4_2.JPG,2573,1093,2695,1320,0.9998968839645386
C1_P03_N1_S4_2.JPG,594,1588,715,1841,0.9996609687805176
C1_P10_N1_S3_1.JPG,1229,169,1461,594,1.0
C1_P10_N1_S3_1.JPG,2419,157,2646,522,1.0
C1_P10_N1_S3_1.JPG,810,282,1018,616,1.0
C1_P10_N1_S3_1.JPG,1009,201,1227,589,1.0
C1_P10_N1_S3_1.JPG,819,1047,1040,1367,1.0
C1_P10_N1_S3_1.JPG,1039,1042,1260,1363,1.0
